_id,id,link,title,Category ID,Category Title,Magnitude Value,Magnitude Unit,Geometry Type,Source ID,Source URL,Date,Time,Longitude,Latitude
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,85.0,kts,Point,NOAA_NHC,https://www.nhc.noaa.gov/archive/2023/LEE.shtml,2023-09-14,09:00:00Z,-68.1,29.1
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,80.0,kts,Point,EO,https://earthobservatory.nasa.gov/images/151822/hurricane-lee-traverses-the-warm-atlantic,2023-09-14,15:00:00Z,-68.3,30.4
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,80.0,kts,Point,GDACS,http://www.gdacs.org/report.aspx?eventid=1001008&amp;episodeid=4&amp;eventtype=TC,2023-09-14,15:00:00Z,-68.3,30.4
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,80.0,kts,Point,NOAA_NHC,https://www.nhc.noaa.gov/archive/2023/LEE.shtml,2023-09-14,15:00:00Z,-68.3,30.4
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,75.0,kts,Point,EO,https://earthobservatory.nasa.gov/images/151822/hurricane-lee-traverses-the-warm-atlantic,2023-09-14,21:00:00Z,-68.3,31.7
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,75.0,kts,Point,GDACS,http://www.gdacs.org/report.aspx?eventid=1001008&amp;episodeid=4&amp;eventtype=TC,2023-09-14,21:00:00Z,-68.3,31.7
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,75.0,kts,Point,NOAA_NHC,https://www.nhc.noaa.gov/archive/2023/LEE.shtml,2023-09-14,21:00:00Z,-68.3,31.7
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,75.0,kts,Point,EO,https://earthobservatory.nasa.gov/images/151822/hurricane-lee-traverses-the-warm-atlantic,2023-09-15,03:00:00Z,-67.6,32.9
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,75.0,kts,Point,GDACS,http://www.gdacs.org/report.aspx?eventid=1001008&amp;episodeid=4&amp;eventtype=TC,2023-09-15,03:00:00Z,-67.6,32.9
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,75.0,kts,Point,NOAA_NHC,https://www.nhc.noaa.gov/archive/2023/LEE.shtml,2023-09-15,03:00:00Z,-67.6,32.9
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,75.0,kts,Point,EO,https://earthobservatory.nasa.gov/images/151822/hurricane-lee-traverses-the-warm-atlantic,2023-09-15,09:00:00Z,-67.5,34.4
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,75.0,kts,Point,GDACS,http://www.gdacs.org/report.aspx?eventid=1001008&amp;episodeid=4&amp;eventtype=TC,2023-09-15,09:00:00Z,-67.5,34.4
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,75.0,kts,Point,NOAA_NHC,https://www.nhc.noaa.gov/archive/2023/LEE.shtml,2023-09-15,09:00:00Z,-67.5,34.4
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,70.0,kts,Point,EO,https://earthobservatory.nasa.gov/images/151822/hurricane-lee-traverses-the-warm-atlantic,2023-09-15,15:00:00Z,-66.9,36.0
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,70.0,kts,Point,GDACS,http://www.gdacs.org/report.aspx?eventid=1001008&amp;episodeid=4&amp;eventtype=TC,2023-09-15,15:00:00Z,-66.9,36.0
Row(oid='6506a0255457d4ab94009af5'),EONET_6420,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6420,Hurricane Lee,severeStorms,Severe Storms,70.0,kts,Point,NOAA_NHC,https://www.nhc.noaa.gov/archive/2023/LEE.shtml,2023-09-15,15:00:00Z,-66.9,36.0
Row(oid='6506a0255457d4ab94009af6'),EONET_6418,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6418,Peacock Fire Information,wildfires,Wildfires,,,Point,InciWeb,http://inciweb.nwcg.gov/incident-information/txtxs-peacock-fire,2023-09-04,21:08:00Z,-100.3936,33.2128
Row(oid='6506a0255457d4ab94009af7'),EONET_6422,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6422,"Villarrica Volcano, Chile",volcanoes,Volcanoes,,,Point,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=357120,2023-09-02,00:00:00Z,-71.93,-39.42
Row(oid='6506a0255457d4ab94009af8'),EONET_6402,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6402,Wanes Gray Fire Information,wildfires,Wildfires,,,Point,InciWeb,http://inciweb.nwcg.gov/incident-information/wanes-gray-fire,2023-08-18,16:27:00Z,-117.7311,47.54
Row(oid='6506a0255457d4ab94009af9'),EONET_6388,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6388,Flat Fire Information,wildfires,Wildfires,,,Point,InciWeb,http://inciweb.nwcg.gov/incident-information/xx1002-flat-fire,2023-07-15,21:51:00Z,-124.0372,42.5158
Row(oid='6506a0255457d4ab94009afa'),EONET_6393,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6393,"Shishaldin Volcano, Alaska",volcanoes,Volcanoes,,,Point,EO,https://earthobservatory.nasa.gov/images/151619/shishaldin-erupts,2023-07-14,00:00:00Z,-163.97,65.756
Row(oid='6506a0255457d4ab94009afa'),EONET_6393,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6393,"Shishaldin Volcano, Alaska",volcanoes,Volcanoes,,,Point,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=311360,2023-07-14,00:00:00Z,-163.97,65.756
Row(oid='6506a0255457d4ab94009afb'),EONET_6385,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6385,"Etna Volcano, Italy",volcanoes,Volcanoes,,,Point,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=211060,2023-07-12,00:00:00Z,14.999,37.748
Row(oid='6506a0255457d4ab94009afc'),EONET_6379,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6379,"Bagana Volcano, Papua New Guinea",volcanoes,Volcanoes,,,Point,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=255020,2023-07-07,08:13:55Z,155.196,-6.137
Row(oid='6506a0255457d4ab94009afd'),EONET_6381,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6381,"Klyuchevskoy Volcano, Russia",volcanoes,Volcanoes,,,Point,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=300260,2023-07-06,00:00:00Z,160.642,56.056
Row(oid='6506a0255457d4ab94009afe'),EONET_6386,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6386,"Sheveluch Volcano, Russia",volcanoes,Volcanoes,,,Point,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=300270,2023-07-02,00:00:00Z,161.36,56.653
Row(oid='6506a0255457d4ab94009aff'),EONET_6377,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6377,"Ubinas Volcano, Peru",volcanoes,Volcanoes,,,Point,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=354020,2023-06-25,00:00:00Z,-70.903,-16.355
Row(oid='6506a0255457d4ab94009b00'),EONET_6375,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6375,"Mayon Volcano, Philippines",volcanoes,Volcanoes,,,Point,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=273030,2023-06-14,00:00:00Z,123.685,13.257
Row(oid='6506a0255457d4ab94009b01'),EONET_6369,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6369,"Ibu Volcano, Indonesia",volcanoes,Volcanoes,,,Point,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=268030,2023-06-06,00:00:00Z,127.63,1.488
Row(oid='6506a0255457d4ab94009b02'),EONET_6370,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6370,"Wilbur Fire, Arizona",wildfires,Wildfires,,,Point,InciWeb,https://inciweb.nwcg.gov/incident-information/azcof-wilbur-fire,2023-05-21,00:00:00Z,-111.466806,34.551083
Row(oid='6506a0255457d4ab94009b03'),EONET_6355,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6355,Iceberg A76F,seaLakeIce,Sea and Lake Ice,235.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-05-12,00:00:00Z,-39.22,-55.21
Row(oid='6506a0255457d4ab94009b03'),EONET_6355,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6355,Iceberg A76F,seaLakeIce,Sea and Lake Ice,235.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-02,00:00:00Z,-36.88,-55.44
Row(oid='6506a0255457d4ab94009b03'),EONET_6355,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6355,Iceberg A76F,seaLakeIce,Sea and Lake Ice,240.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-09,00:00:00Z,-35.66,-55.74
Row(oid='6506a0255457d4ab94009b03'),EONET_6355,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6355,Iceberg A76F,seaLakeIce,Sea and Lake Ice,240.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-30,00:00:00Z,-34.34,-55.14
Row(oid='6506a0255457d4ab94009b03'),EONET_6355,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6355,Iceberg A76F,seaLakeIce,Sea and Lake Ice,240.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-07-14,00:00:00Z,-35.38,-53.39
Row(oid='6506a0255457d4ab94009b03'),EONET_6355,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6355,Iceberg A76F,seaLakeIce,Sea and Lake Ice,240.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-08-25,00:00:00Z,-36.92,-51.17
Row(oid='6506a0255457d4ab94009b03'),EONET_6355,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6355,Iceberg A76F,seaLakeIce,Sea and Lake Ice,240.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-01,00:00:00Z,-36.13,-51.12
Row(oid='6506a0255457d4ab94009b04'),EONET_6356,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6356,Iceberg A76G,seaLakeIce,Sea and Lake Ice,187.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-05-12,00:00:00Z,-40.22,-54.1
Row(oid='6506a0255457d4ab94009b04'),EONET_6356,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6356,Iceberg A76G,seaLakeIce,Sea and Lake Ice,187.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-02,00:00:00Z,-40.08,-54.55
Row(oid='6506a0255457d4ab94009b04'),EONET_6356,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6356,Iceberg A76G,seaLakeIce,Sea and Lake Ice,187.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-01,00:00:00Z,-41.21,-53.36
Row(oid='6506a0255457d4ab94009b04'),EONET_6356,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6356,Iceberg A76G,seaLakeIce,Sea and Lake Ice,187.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-08,00:00:00Z,-41.94,-53.05
Row(oid='6506a0255457d4ab94009b04'),EONET_6356,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6356,Iceberg A76G,seaLakeIce,Sea and Lake Ice,187.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-15,00:00:00Z,-42.26,-52.21
Row(oid='6506a0255457d4ab94009b05'),EONET_6357,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6357,Iceberg A76H,seaLakeIce,Sea and Lake Ice,192.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-05-12,00:00:00Z,-39.09,-54.84
Row(oid='6506a0255457d4ab94009b05'),EONET_6357,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6357,Iceberg A76H,seaLakeIce,Sea and Lake Ice,192.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-02,00:00:00Z,-37.58,-55.29
Row(oid='6506a0255457d4ab94009b05'),EONET_6357,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6357,Iceberg A76H,seaLakeIce,Sea and Lake Ice,84.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-09,00:00:00Z,-36.61,-55.46
Row(oid='6506a0255457d4ab94009b05'),EONET_6357,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6357,Iceberg A76H,seaLakeIce,Sea and Lake Ice,84.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-30,00:00:00Z,-34.82,-55.64
Row(oid='6506a0255457d4ab94009b05'),EONET_6357,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6357,Iceberg A76H,seaLakeIce,Sea and Lake Ice,84.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-07-14,00:00:00Z,-35.22,-53.95
Row(oid='6506a0255457d4ab94009b05'),EONET_6357,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6357,Iceberg A76H,seaLakeIce,Sea and Lake Ice,192.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-07-28,00:00:00Z,-37.58,-55.29
Row(oid='6506a0255457d4ab94009b05'),EONET_6357,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6357,Iceberg A76H,seaLakeIce,Sea and Lake Ice,84.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-08-04,00:00:00Z,-38.5,-52.98
Row(oid='6506a0255457d4ab94009b05'),EONET_6357,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6357,Iceberg A76H,seaLakeIce,Sea and Lake Ice,84.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-08,00:00:00Z,-39.29,-52.83
Row(oid='6506a0255457d4ab94009b06'),EONET_6358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6358,Iceberg A76J,seaLakeIce,Sea and Lake Ice,51.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-05-12,00:00:00Z,-39.77,-54.14
Row(oid='6506a0255457d4ab94009b06'),EONET_6358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6358,Iceberg A76J,seaLakeIce,Sea and Lake Ice,51.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-02,00:00:00Z,-41.47,-53.31
Row(oid='6506a0255457d4ab94009b06'),EONET_6358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6358,Iceberg A76J,seaLakeIce,Sea and Lake Ice,51.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-09,00:00:00Z,-42.31,-52.95
Row(oid='6506a0255457d4ab94009b06'),EONET_6358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6358,Iceberg A76J,seaLakeIce,Sea and Lake Ice,51.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-15,00:00:00Z,-41.24,-52.17
Row(oid='6506a0255457d4ab94009b06'),EONET_6358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6358,Iceberg A76J,seaLakeIce,Sea and Lake Ice,51.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-30,00:00:00Z,-39.08,-52.25
Row(oid='6506a0255457d4ab94009b06'),EONET_6358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6358,Iceberg A76J,seaLakeIce,Sea and Lake Ice,51.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-07-14,00:00:00Z,-39.39,-51.4
Row(oid='6506a0255457d4ab94009b06'),EONET_6358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6358,Iceberg A76J,seaLakeIce,Sea and Lake Ice,51.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-07-21,00:00:00Z,-41.47,-53.31
Row(oid='6506a0255457d4ab94009b06'),EONET_6358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6358,Iceberg A76J,seaLakeIce,Sea and Lake Ice,51.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-08-04,00:00:00Z,-39.39,-51.4
Row(oid='6506a0255457d4ab94009b06'),EONET_6358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6358,Iceberg A76J,seaLakeIce,Sea and Lake Ice,51.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-01,00:00:00Z,-40.98,-51.95
Row(oid='6506a0255457d4ab94009b06'),EONET_6358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6358,Iceberg A76J,seaLakeIce,Sea and Lake Ice,51.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-08,00:00:00Z,-40.12,-51.97
Row(oid='6506a0255457d4ab94009b07'),EONET_6359,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6359,Iceberg A76K,seaLakeIce,Sea and Lake Ice,30.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-05-12,00:00:00Z,-38.62,-54.61
Row(oid='6506a0255457d4ab94009b07'),EONET_6359,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6359,Iceberg A76K,seaLakeIce,Sea and Lake Ice,30.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-01,00:00:00Z,-37.4,-53.37
Row(oid='6506a0255457d4ab94009b07'),EONET_6359,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6359,Iceberg A76K,seaLakeIce,Sea and Lake Ice,30.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-08,00:00:00Z,-38.25,-53.44
Row(oid='6506a0255457d4ab94009b07'),EONET_6359,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6359,Iceberg A76K,seaLakeIce,Sea and Lake Ice,30.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-15,00:00:00Z,-39.13,-52.95
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-05-12,00:00:00Z,-38.77,-55.1
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-02,00:00:00Z,-37.35,-55.14
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-15,00:00:00Z,-35.1,-56.02
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-06-30,00:00:00Z,-34.1,-55.81
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-07-14,00:00:00Z,-36.81,-53.45
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-07-28,00:00:00Z,-37.35,-55.14
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-08-04,00:00:00Z,-40.13,-53.41
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-08-11,00:00:00Z,-38.74,-51.87
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-01,00:00:00Z,-41.5,-51.61
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-08,00:00:00Z,-40.33,-51.32
Row(oid='6506a0255457d4ab94009b08'),EONET_6360,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6360,Iceberg A76L,seaLakeIce,Sea and Lake Ice,34.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-15,00:00:00Z,-39.51,-51.57
Row(oid='6506a0255457d4ab94009b09'),EONET_6347,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6347,Iceberg A76D,seaLakeIce,Sea and Lake Ice,95.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-05-05,00:00:00Z,-41.69,-54.55
Row(oid='6506a0255457d4ab94009b09'),EONET_6347,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6347,Iceberg A76D,seaLakeIce,Sea and Lake Ice,95.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-05-12,00:00:00Z,-41.98,-54.05
Row(oid='6506a0255457d4ab94009b09'),EONET_6347,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6347,Iceberg A76D,seaLakeIce,Sea and Lake Ice,95.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-07-14,00:00:00Z,-36.95,-53.19
Row(oid='6506a0255457d4ab94009b09'),EONET_6347,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6347,Iceberg A76D,seaLakeIce,Sea and Lake Ice,95.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-07-28,00:00:00Z,-41.93,-53.91
Row(oid='6506a0255457d4ab94009b09'),EONET_6347,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6347,Iceberg A76D,seaLakeIce,Sea and Lake Ice,95.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-08-04,00:00:00Z,-37.02,-52.87
Row(oid='6506a0255457d4ab94009b09'),EONET_6347,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6347,Iceberg A76D,seaLakeIce,Sea and Lake Ice,95.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-09-01,00:00:00Z,-39.0,-52.71
Row(oid='6506a0255457d4ab94009b0a'),EONET_6350,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6350,"Major Fire, Ocala National Forest, Florida, United States",wildfires,Wildfires,,,Point,InciWeb,http://inciweb.nwcg.gov/incident-information/flfnf-major,2023-04-27,14:15:00Z,-81.688889,29.229722
Row(oid='6506a0255457d4ab94009b0b'),EONET_6345,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6345,"Rincon de la Vieja Volcano, Costa Rica",volcanoes,Volcanoes,,,Point,SIVolcano,https://volcano.si.edu/volcano.cfm?vn=345020,2023-04-21,00:00:00Z,-85.324,10.83
Row(oid='6506a0255457d4ab94009b0c'),EONET_6343,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6343,Great Lake Fire,wildfires,Wildfires,,,Point,InciWeb,http://inciweb.nwcg.gov/incident-information/ncncf-great-lakes,2023-04-19,19:14:00Z,-77.051228,34.870158
Row(oid='6506a0255457d4ab94009b0d'),EONET_6330,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6330,Iceberg A80D,seaLakeIce,Sea and Lake Ice,35.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-02-23,00:00:00Z,-59.34,-72.19
Row(oid='6506a0255457d4ab94009b0d'),EONET_6330,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6330,Iceberg A80D,seaLakeIce,Sea and Lake Ice,35.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-03-31,00:00:00Z,-59.65,-71.62
Row(oid='6506a0255457d4ab94009b0d'),EONET_6330,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6330,Iceberg A80D,seaLakeIce,Sea and Lake Ice,35.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-04-14,00:00:00Z,-59.75,-71.11
Row(oid='6506a0255457d4ab94009b0d'),EONET_6330,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6330,Iceberg A80D,seaLakeIce,Sea and Lake Ice,35.0,NM^2,Point,NATICE,https://usicecenter.gov/pub/Iceberg_Tabular.csv,2023-04-28,00:00:00Z,-59.64,-70.53
